"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SUZ12","1","1.333333333333333","3","0.00000000000000000000000000000000000000000000001862712195662062","0.00000000000000000000000000000000000000000001406347707724857","266.209585689259256469086","ChEA_2022(rank=1, adjP=1.41e-44); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=1.47e-18); ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.00257)","SUZ12 20075857 ChIP-Seq MESCs Mouse; SUZ12 CHEA; SUZ12 K562 hg19","1","266.209585689259256469086","enrichr","1","266.209585689259256469086","0.00000000000000000000000000000000000000000000001862712195662062","0.00000000000000000000000000000000000000000001406347707724857","","0","",NA,NA,NA
"STAT3","1","42.600000000000001","5","0.00000624348925308265294736908071482339721569587709382176399231","0.00027400088253706273615575850222114695498021319508552551270","35.826450110016864414320","TRRUST_Transcription_Factors_2019(rank=1, adjP=0.0018); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=21, adjP=0.22); Transcription_Factor_PPIs(rank=21, adjP=1); ENCODE_TF_ChIP-seq_2015(rank=50, adjP=1); ChEA_2022(rank=120, adjP=0.000274)","STAT3 human; STAT3 CHEA; STAT3; STAT3 HeLa-S3 hg19; STAT3 18555785 Chip-Seq ESCs Mouse","2","35.826450110016864414320","enrichr","2","35.826450110016864414320","0.00000624348925308265294736908071482339721569587709382176399231","0.00027400088253706273615575850222114695498021319508552551270","","6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=511); Enrichr--Queries(rank=622); ARCHS4--Coexpression(rank=801)","454","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"EZH2","1","72.000000000000000","5","0.00000000000000000902953770992419204238698705398335997399757832","0.00000000000000097390013871325198301796904331425667681144205","92.410164241581483679511","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=2.37e-11); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=5, adjP=0.00261); ChEA_2022(rank=6, adjP=9.74e-16); Transcription_Factor_PPIs(rank=141, adjP=1); TRRUST_Transcription_Factors_2019(rank=207, adjP=0.336)","EZH2 B cell hg19; EZH2 ENCODE; EZH2 18974828 ChIP-Seq MESCs Mouse; EZH2; EZH2 human","3","92.410164241581483679511","enrichr","3","92.410164241581483679511","0.00000000000000000902953770992419204238698705398335997399757832","0.00000000000000097390013871325198301796904331425667681144205","","0","",NA,NA,NA
"DMRT1","1","313.000000000000000","2","0.00497395698916155634683455843969568377360701560974121093750000","0.63888750061576216054959331813734024763107299804687500000000","197174.994533907592995092273","Transcription_Factor_PPIs(rank=1, adjP=0.639); ChEA_2022(rank=625, adjP=0.64)","DMRT1; DMRT1 23473982 ChIP-Seq TESTES Mouse","4","197174.994533907592995092273","enrichr","4","197174.994533907592995092273","0.00497395698916155634683455843969568377360701560974121093750000","0.63888750061576216054959331813734024763107299804687500000000","","4","Literature--ChIP-seq(rank=123); Enrichr--Queries(rank=813); ARCHS4--Coexpression(rank=970); GTEx--Coexpression(rank=1078)","1361","0.57909999999999984","Enrichr Queries,0.5791"
"MTF2","2","2.000000000000000","1","0.00000000000000000000000000003349811013815699633388464676156920","0.00000000000000000000000001264553657715426813671383970887859","146.327105766643938977722","ChEA_2022(rank=2, adjP=1.26e-26)","MTF2 20144788 ChIP-Seq MESCs Mouse","5","146.327105766643938977722","enrichr","5","146.327105766643938977722","0.00000000000000000000000000003349811013815699633388464676156920","0.00000000000000000000000001264553657715426813671383970887859","","3","Literature--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=652); GTEx--Coexpression(rank=1181)","25","0.00609800000000000","Literature ChIP-seq,0.006098"
"SMAD4","2","48.250000000000000","4","0.00000000411332933565550872326216027977455191866340555861825123","0.00000009842194198479044562858253798048879801285693247336894","31.640451880538808637766","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.000206); ChEA_2022(rank=31, adjP=9.84e-08); TRRUST_Transcription_Factors_2019(rank=78, adjP=0.12); Transcription_Factor_PPIs(rank=82, adjP=1)","SMAD4 CHEA; SMAD4 21741376 ChIP-Seq HESCs Human; SMAD4 mouse; SMAD4","6","31.640451880538808637766","enrichr","6","31.640451880538808637766","0.00000000411332933565550872326216027977455191866340555861825123","0.00000009842194198479044562858253798048879801285693247336894","","5","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=166); ARCHS4--Coexpression(rank=963); Enrichr--Queries(rank=1302); GTEx--Coexpression(rank=1481)","242","0.06098000000000000","Literature ChIP-seq,0.06098"
"RELA","2","74.000000000000000","4","0.00000114593227735038448881284452174345034336511162109673023224","0.00001185176533424027318073569470247008439400815404951572418","26.298466406744147150221","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.0018); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=43, adjP=1); ChEA_2022(rank=73, adjP=1.19e-05); ENCODE_TF_ChIP-seq_2015(rank=178, adjP=1)","RELA human; RELA ENCODE; RELA 24523406 ChIP-Seq FIBROSARCOMA Human; RELA GM12878 hg19","7","26.298466406744147150221","enrichr","7","26.298466406744147150221","0.00000114593227735038448881284452174345034336511162109673023224","0.00001185176533424027318073569470247008439400815404951572418","","6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=836); GTEx--Coexpression(rank=843); ARCHS4--Coexpression(rank=1533)","399","0.10979999999999999","Literature ChIP-seq,0.1098"
"HNF1A","2","200.333333333333343","3","0.00986056245372483354538761801677537732757627964019775390625000","0.02364943996543915349928255409395205788314342498779296875000","12.789224083853467206495","Transcription_Factor_PPIs(rank=2, adjP=0.639); TRRUST_Transcription_Factors_2019(rank=278, adjP=0.536); ChEA_2022(rank=321, adjP=0.0236)","HNF1A; HNF1A mouse; HNF1A 26855178 ChIP-Seq Caco2 Human Colon Adenocarcinoma","8","12.789224083853467206495","enrichr","8","12.789224083853467206495","0.00986056245372483354538761801677537732757627964019775390625000","0.02364943996543915349928255409395205788314342498779296875000","","3","ARCHS4--Coexpression(rank=409); GTEx--Coexpression(rank=697); Enrichr--Queries(rank=792)","782","0.25119999999999998","ARCHS4 Coexpression,0.2512"
"SOX2","3","45.500000000000000","4","0.00000000000000000000000000920050915501188432207472716296642429","0.00000000000000000000000231546147067799120388496758826421074","138.585685530510545504512","ChEA_2022(rank=3, adjP=2.32e-24); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=11, adjP=0.0452); TRRUST_Transcription_Factors_2019(rank=72, adjP=0.107); Transcription_Factor_PPIs(rank=96, adjP=1)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 CHEA; SOX2 human; SOX2","9","138.585685530510545504512","enrichr","9","138.585685530510545504512","0.00000000000000000000000000920050915501188432207472716296642429","0.00000000000000000000000231546147067799120388496758826421074","","5","Literature--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=351)","54","0.01220000000000000","Literature ChIP-seq,0.0122"
"NFKB1","3","46.333333333333336","3","0.00000000000457610583040978825643280570181812107796032185191848","0.00000000017633153230822466582849982466633899022556697389064","40.843160324839175245870","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.00275); ChEA_2022(rank=19, adjP=1.76e-10); Transcription_Factor_PPIs(rank=117, adjP=1)","NFKB1 human; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation; NFKB1","10","40.843160324839175245870","enrichr","10","40.843160324839175245870","0.00000000000457610583040978825643280570181812107796032185191848","0.00000000017633153230822466582849982466633899022556697389064","","4","ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=378); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1213)","727","0.23219999999999999","ARCHS4 Coexpression,0.2322"
"AR","3","52.000000000000000","4","0.00000000000014015584167348275631991523305387678351098708351419","0.00000000000705451069756530008950619462992940526379487264919","50.162211429848724719704","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=0.000206); ChEA_2022(rank=15, adjP=7.05e-12); Transcription_Factor_PPIs(rank=53, adjP=1); TRRUST_Transcription_Factors_2019(rank=137, adjP=0.214)","AR CHEA; AR 19668381 ChIP-Seq PC3 Human; AR; AR human","11","50.162211429848724719704","enrichr","11","50.162211429848724719704","0.00000000000014015584167348275631991523305387678351098708351419","0.00000000000705451069756530008950619462992940526379487264919","","5","Literature--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=109); Enrichr--Queries(rank=287); GTEx--Coexpression(rank=1070)","154","0.03659000000000000","Literature ChIP-seq,0.03659"
"JUND","3","161.000000000000000","3","0.00012140760998309881979039664967601197531621437519788742065430","0.03302286991540288180191353717418678570538759231567382812500","17.455674781615329038686","ENCODE_TF_ChIP-seq_2015(rank=3, adjP=0.033); TRRUST_Transcription_Factors_2019(rank=100, adjP=0.138); ChEA_2022(rank=380, adjP=0.0487)","JUND HCT116 hg19; JUND human; JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human","12","17.455674781615329038686","enrichr","12","17.455674781615329038686","0.00012140760998309881979039664967601197531621437519788742065430","0.03302286991540288180191353717418678570538759231567382812500","","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=387); Enrichr--Queries(rank=940); GTEx--Coexpression(rank=1248)","37","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"STAT4","3","257.000000000000000","3","0.01197272641202538380478248569716015481390058994293212890625000","0.16638372221571628983838309068232774734497070312500000000000","16.224497899796645583592","Transcription_Factor_PPIs(rank=3, adjP=0.639); TRRUST_Transcription_Factors_2019(rank=106, adjP=0.166); ChEA_2022(rank=662, adjP=0.831)","STAT4; STAT4 human; STAT4 19710469 ChIP-ChIP TH1 Mouse","13","16.224497899796645583592","enrichr","13","16.224497899796645583592","0.01197272641202538380478248569716015481390058994293212890625000","0.16638372221571628983838309068232774734497070312500000000000","","4","Literature--ChIP-seq(rank=147); Enrichr--Queries(rank=766); ARCHS4--Coexpression(rank=981); GTEx--Coexpression(rank=1046)","1313","0.54559999999999997","Enrichr Queries,0.5456"
"ESR1","4","81.400000000000006","5","0.00000105809904252279466184253915034263471284248225856572389603","0.00001141235395863871392835818541211523324818699620664119720","28.408802091695680047678","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=0.000721); ENCODE_TF_ChIP-seq_2015(rank=10, adjP=0.753); ChEA_2022(rank=70, adjP=1.14e-05); Transcription_Factor_PPIs(rank=125, adjP=1); TRRUST_Transcription_Factors_2019(rank=198, adjP=0.336)","ESR1 CHEA; ESR1 ECC-1 hg19; ESR1 22446102 ChIP-Seq UTERUS Mouse; ESR1; ESR1 mouse","14","28.408802091695680047678","enrichr","14","28.408802091695680047678","0.00000105809904252279466184253915034263471284248225856572389603","0.00001141235395863871392835818541211523324818699620664119720","","6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=136); GTEx--Coexpression(rank=371); Enrichr--Queries(rank=486)","322","0.08354000000000000","ARCHS4 Coexpression,0.08354"
